Acc,Name,Desc
PF08492.11,SRP72,SRP72 RNA-binding domain
PF08493.9,AflR,Aflatoxin regulatory protein
PF08494.10,DEAD_assoc,DEAD/H associated
PF08495.9,FIST,FIST N domain
PF08496.9,Peptidase_S49_N,Peptidase family S49 N-terminal
PF08497.9,Radical_SAM_N,Radical SAM N-terminal
PF08498.9,Sterol_MT_C,Sterol methyltransferase C-terminal
PF08499.11,PDEase_I_N,3'5'-cyclic nucleotide phosphodiesterase N-terminal
PF08500.9,Tombus_P33,Tombusvirus p33
PF08501.10,Shikimate_dh_N,Shikimate dehydrogenase substrate binding domain
PF08502.9,LeuA_dimer,LeuA allosteric (dimerisation) domain
PF08503.9,DapH_N,Tetrahydrodipicolinate succinyltransferase N-terminal
PF08504.10,RunxI,Runx inhibition domain
PF08505.9,MMR1,Mitochondrial Myo2 receptor-related protein
PF08506.9,Cse1,Cse1
PF08507.9,COPI_assoc,COPI associated protein
PF08508.9,DUF1746,Fungal domain of unknown function (DUF1746)
PF08509.10,Ad_cyc_g-alpha,Adenylate cyclase G-alpha binding domain
PF08510.11,PIG-P,PIG-P
PF08511.10,COQ9,COQ9
PF08512.11,Rtt106,Histone chaperone Rttp106-like
PF08513.10,LisH,LisH
PF08514.10,STAG,STAG domain
PF08515.11,TGF_beta_GS,Transforming growth factor beta type I GS-motif
PF08516.11,ADAM_CR,ADAM cysteine-rich
PF08517.11,AXH,Ataxin-1 and HBP1 module (AXH)
PF08518.10,GIT_SHD,Spa2 homology domain (SHD) of GIT
PF08519.11,RFC1,Replication factor RFC1 C terminal domain
PF08520.9,DUF1748,Fungal protein of unknown function (DUF1748)
PF08521.9,2CSK_N,Two-component sensor kinase N-terminal
PF08522.9,DUF1735,Domain of unknown function (DUF1735)
PF08523.9,MBF1,Multiprotein bridging factor 1
PF08524.10,rRNA_processing,rRNA processing
PF08525.10,OapA_N,Opacity-associated protein A N-terminal motif
PF08526.9,PAD_N,Protein-arginine deiminase (PAD) N-terminal domain
PF08527.9,PAD_M,Protein-arginine deiminase (PAD) middle domain
PF08528.10,Whi5,Whi5 like
PF08529.10,NusA_N,NusA N-terminal domain
PF08530.9,PepX_C,X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
PF08531.9,Bac_rhamnosid_N,Alpha-L-rhamnosidase N-terminal domain
PF08532.9,Glyco_hydro_42M,Beta-galactosidase trimerisation domain
PF08533.9,Glyco_hydro_42C,Beta-galactosidase C-terminal domain
PF08534.9,Redoxin,Redoxin
PF08535.9,KorB,KorB domain
PF08536.10,Whirly,Whirly transcription factor
PF08537.9,NBP1,Fungal Nap binding protein NBP1
PF08538.9,DUF1749,Protein of unknown function (DUF1749)
PF08539.10,HbrB,HbrB-like
PF08540.9,HMG_CoA_synt_C,Hydroxymethylglutaryl-coenzyme A synthase C terminal
PF08541.9,ACP_syn_III_C,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PF08542.10,Rep_fac_C,Replication factor C C-terminal domain
PF08543.11,Phos_pyr_kin,Phosphomethylpyrimidine kinase
PF08544.12,GHMP_kinases_C,GHMP kinases C terminal
PF08545.9,ACP_syn_III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
PF08546.10,ApbA_C,Ketopantoate reductase PanE/ApbA C terminal
PF08547.11,CIA30,Complex I intermediate-associated protein 30 (CIA30)
PF08548.10,Peptidase_M10_C,Peptidase M10 serralysin C terminal
PF08549.9,SWI-SNF_Ssr4,Fungal domain of unknown function (DUF1750)
PF08550.9,DUF1752,Fungal protein of unknown function (DUF1752)
PF08551.9,DUF1751,Eukaryotic integral membrane protein (DUF1751)
PF08552.10,Kei1,Inositolphosphorylceramide synthase subunit Kei1
PF08553.9,VID27,VID27 cytoplasmic protein
PF08555.9,DUF1754,Eukaryotic family of unknown function (DUF1754)
PF08557.9,Lipid_DES,Sphingolipid Delta4-desaturase (DES)
PF08558.9,TRF,Telomere repeat binding factor (TRF)
PF08559.9,Cut8,"Cut8, nuclear proteasome tether protein"
PF08560.9,DUF1757,Protein of unknown function (DUF1757)
PF08561.9,Ribosomal_L37,Mitochondrial ribosomal protein L37
PF08562.9,Crisp,Crisp
PF08563.10,P53_TAD,P53 transactivation motif
PF08564.9,CDC37_C,Cdc37 C terminal domain
PF08565.10,CDC37_M,Cdc37 Hsp90 binding domain
PF08566.9,Pam17,Mitochondrial import protein Pam17
PF08567.10,PH_TFIIH,"TFIIH p62 subunit, N-terminal domain"
PF08568.9,Kinetochor_Ybp2,"Uncharacterised protein family, YAP/Alf4/glomulin"
PF08569.10,Mo25,Mo25-like
PF08570.9,DUF1761,Protein of unknown function (DUF1761)
PF08571.9,Yos1,Yos1-like
PF08572.9,PRP3,pre-mRNA processing factor 3 (PRP3)
PF08573.9,SAE2,DNA repair protein endonuclease SAE2/CtIP C-terminus
PF08574.9,Iwr1,Transcription factor Iwr1
PF08576.9,DUF1764,Eukaryotic protein of unknown function (DUF1764)
PF08577.10,PI31_Prot_C,PI31 proteasome regulator
PF08578.9,DUF1765,Protein of unknown function (DUF1765)
PF08579.10,RPM2,Mitochondrial ribonuclease P subunit (RPM2)
PF08580.9,KAR9,Yeast cortical protein KAR9
PF08581.9,Tup_N,Tup N-terminal
PF08583.9,Cmc1,Cytochrome c oxidase biogenesis protein Cmc1 like
PF08584.10,Ribonuc_P_40,Ribonuclease P 40kDa (Rpp40) subunit
PF08585.11,RMI1_N,RecQ mediated genome instability protein
PF08586.9,Rsc14,"RSC complex, Rsc14/Ldb7 subunit"
PF08587.10,UBA_2,Ubiquitin associated domain (UBA)
PF08588.9,DUF1769,Protein of unknown function (DUF1769)
PF08589.9,DUF1770,Fungal protein of unknown function (DUF1770)
PF08590.9,DUF1771,Domain of unknown function (DUF1771)
PF08591.9,RNR_inhib,Ribonucleotide reductase inhibitor
PF08592.10,DUF1772,Domain of unknown function (DUF1772)
PF08593.9,DUF1773,Domain of unknown function
PF08594.9,UPF0300,Uncharacterised protein family (UPF0300)
PF08595.10,RXT2_N,"RXT2-like, N-terminal"
PF08596.9,Lgl_C,"Lethal giant larvae(Lgl) like, C-terminal"
PF08597.9,eIF3_subunit,Translation initiation factor eIF3 subunit
PF08598.10,Sds3,Sds3-like
PF08599.9,Nbs1_C,DNA damage repair protein Nbs1
PF08600.9,Rsm1,Rsm1-like
PF08601.9,PAP1,Transcription factor PAP1
PF08602.9,Mgr1,"Mgr1-like, i-AAA protease complex subunit"
PF08603.10,CAP_C,Adenylate cyclase associated (CAP) C terminal
PF08604.9,Nup153,Nucleoporin Nup153-like
PF08605.9,Rad9_Rad53_bind,Fungal Rad9-like Rad53-binding
PF08606.10,Prp19,Prp19/Pso4-like
PF08608.11,Wyosine_form,Wyosine base formation
PF08609.9,Fes1,Nucleotide exchange factor Fes1
PF08610.9,Pex16,Peroxisomal membrane protein (Pex16)
PF08611.9,DUF1774,Fungal protein of unknown function (DUF1774)
PF08612.10,Med20,TATA-binding related factor (TRF) of subunit 20 of Mediator complex
PF08613.10,Cyclin,Cyclin
PF08614.10,ATG16,Autophagy protein 16 (ATG16)
PF08615.10,RNase_H2_suC,Ribonuclease H2 non-catalytic subunit (Ylr154p-like)
PF08616.9,SPA,Stabilization of polarity axis
PF08617.9,CGI-121,Kinase binding protein CGI-121
PF08618.9,Opi1,Transcription factor Opi1
PF08619.9,Nha1_C,Alkali metal cation/H+ antiporter Nha1 C terminus
PF08620.9,RPAP1_C,"RPAP1-like, C-terminal"
PF08621.9,RPAP1_N,"RPAP1-like, N-terminal"
PF08622.9,Svf1,Svf1-like N-terminal lipocalin domain
PF08623.9,TIP120,TATA-binding protein interacting (TIP20)
PF08624.9,CRC_subunit,Chromatin remodelling complex Rsc7/Swp82 subunit
PF08625.10,Utp13,Utp13 specific WD40 associated domain
PF08626.10,TRAPPC9-Trs120,"Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit"
PF08627.9,CRT-like,"CRT-like, chloroquine-resistance transporter-like"
PF08628.11,Nexin_C,Sorting nexin C terminal
PF08629.9,PDE8,PDE8 phosphodiesterase
PF08630.9,Dfp1_Him1_M,"Dfp1/Him1, central region"
PF08631.9,SPO22,Meiosis protein SPO22/ZIP4 like
PF08632.9,Zds_C,Activator of mitotic machinery Cdc14 phosphatase activation C-term
PF08633.9,Rox3,Rox3 mediator complex subunit
PF08634.9,Pet127,Mitochondrial protein Pet127
PF08635.9,ox_reductase_C,Putative oxidoreductase C terminal
PF08636.9,Pkr1,ER protein Pkr1
PF08637.9,NCA2,ATP synthase regulation protein NCA2
PF08638.10,Med14,Mediator complex subunit MED14
PF08639.9,SLD3,DNA replication regulator SLD3
PF08640.10,U3_assoc_6,U3 small nucleolar RNA-associated protein 6
PF08641.11,Mis14,Kinetochore protein Mis14 like
PF08642.9,Rxt3,Histone deacetylation protein Rxt3
PF08643.9,DUF1776,Fungal family of unknown function (DUF1776)
PF08644.10,SPT16,FACT complex subunit (SPT16/CDC68)
PF08645.10,PNK3P,Polynucleotide kinase 3 phosphatase
PF08646.9,Rep_fac-A_C,Replication factor-A C terminal domain
PF08647.10,BRE1,BRE1 E3 ubiquitin ligase
PF08648.11,DUF1777,Protein of unknown function (DUF1777)
PF08649.9,DASH_Dad1,DASH complex subunit Dad1
PF08650.9,DASH_Dad4,DASH complex subunit Dad4
PF08651.9,DASH_Duo1,DASH complex subunit Duo1
PF08652.10,RAI1,RAI1 like PD-(D/E)XK nuclease
PF08653.9,DASH_Dam1,DASH complex subunit Dam1
PF08654.9,DASH_Dad2,DASH complex subunit Dad2
PF08655.9,DASH_Ask1,DASH complex subunit Ask1
PF08656.9,DASH_Dad3,DASH complex subunit Dad3
PF08657.9,DASH_Spc34,DASH complex subunit Spc34
PF08658.9,Rad54_N,Rad54 N terminal
PF08659.9,KR,KR domain
PF08660.10,Alg14,Oligosaccharide biosynthesis protein Alg14 like
PF08661.10,Rep_fac-A_3,Replication factor A protein 3
PF08662.10,eIF2A,Eukaryotic translation initiation factor eIF2A
PF08663.9,HalX,HalX domain
PF08664.9,YcbB,YcbB domain
PF08665.11,PglZ,PglZ domain
PF08666.11,SAF,SAF domain
PF08667.9,BetR,BetR domain
PF08668.11,HDOD,HDOD domain
PF08669.10,GCV_T_C,Glycine cleavage T-protein C-terminal barrel domain
PF08670.10,MEKHLA,MEKHLA domain
PF08671.9,SinI,Anti-repressor SinI
PF08672.10,ANAPC2,Anaphase promoting complex (APC) subunit 2
PF08673.9,RsbU_N,"Phosphoserine phosphatase RsbU, N-terminal domain"
PF08674.9,AChE_tetra,Acetylcholinesterase tetramerisation domain
PF08675.10,RNA_bind,RNA binding domain
PF08676.10,MutL_C,MutL C terminal dimerisation domain
PF08677.9,GP11,GP11 baseplate wedge protein
PF08678.9,Rsbr_N,Rsbr N terminal
PF08679.10,DsrD,Dissimilatory sulfite reductase D (DsrD)
PF08680.9,DUF1779,TATA-box binding
PF08681.10,DUF1778,Protein of unknown function (DUF1778)
PF08682.9,DUF1780,"Putative endonuclease, protein of unknown function (DUF1780)"
PF08683.10,CAMSAP_CKK,Microtubule-binding calmodulin-regulated spectrin-associated
PF08684.9,ocr,DNA mimic ocr
PF08685.10,GON,GON domain
PF08686.10,PLAC,PLAC (protease and lacunin) domain
PF08687.10,ASD2,Apx/Shroom domain ASD2
PF08688.9,ASD1,Apx/Shroom domain ASD1
PF08689.9,Med5,Mediator complex subunit Med5
PF08690.9,GET2,GET complex subunit GET2
PF08691.9,Nse5,DNA repair proteins Nse5 and Nse6
PF08692.9,Pet20,Mitochondrial protein Pet20
PF08693.9,SKG6,Transmembrane alpha-helix domain
PF08694.10,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1
PF08695.9,Coa1,Cytochrome oxidase complex assembly protein 1
PF08696.10,Dna2,DNA replication factor Dna2
PF08698.10,Fcf2,Fcf2 pre-rRNA processing
PF08699.9,ArgoL1,Argonaute linker 1 domain
PF08700.10,Vps51,Vps51/Vps67
PF08701.10,GN3L_Grn1,GNL3L/Grn1 putative GTPase
PF08702.9,Fib_alpha,Fibrinogen alpha/beta chain family
PF08703.9,PLC-beta_C,PLC-beta C terminal
PF08704.9,GCD14,tRNA methyltransferase complex GCD14 subunit
PF08705.10,Gag_p6,Gag protein p6
PF08706.10,D5_N,D5 N terminal like
PF08707.10,PriCT_2,Primase C terminal 2 (PriCT-2)
PF08708.10,PriCT_1,Primase C terminal 1 (PriCT-1)
PF08709.10,Ins145_P3_rec,"Inositol 1,4,5-trisphosphate/ryanodine receptor"
PF08710.9,nsp9,nsp9 replicase
PF08711.10,Med26,TFIIS helical bundle-like domain
PF08712.10,Nfu_N,Scaffold protein Nfu/NifU N terminal
PF08713.10,DNA_alkylation,DNA alkylation repair enzyme
PF08714.10,Fae,Formaldehyde-activating enzyme (Fae)
PF08715.9,Viral_protease,Papain like viral protease
PF08716.9,nsp7,nsp7 replicase
PF08717.9,nsp8,nsp8 replicase
PF08718.10,GLTP,Glycolipid transfer protein (GLTP)
PF08719.10,DUF1768,Domain of unknown function (DUF1768)
PF08720.9,Hema_stalk,Influenza C hemagglutinin stalk
PF08721.10,Tn7_Tnp_TnsA_C,TnsA endonuclease C terminal
PF08722.10,Tn7_Tnp_TnsA_N,TnsA endonuclease N terminal
PF08723.9,Gag_p15,Gag protein p15
PF08724.9,Rep_N,Rep protein catalytic domain like
PF08725.10,Integrin_b_cyt,Integrin beta cytoplasmic domain
PF08726.9,EFhand_Ca_insen,Ca2+ insensitive EF hand
PF08727.10,P3A,Poliovirus 3A protein like
PF08728.9,CRT10,CRT10
PF08729.9,HUN,HPC2 and ubinuclein domain
PF08730.9,Rad33,Rad33
PF08731.10,AFT,Transcription factor AFT
PF08732.9,HIM1,HIM1
PF08733.9,PalH,PalH/RIM21
PF08734.10,GYD,GYD domain
PF08735.9,DUF1786,Putative pyruvate format-lyase activating enzyme (DUF1786)
PF08736.10,FA,FERM adjacent (FA)
PF08737.9,Rgp1,Rgp1
PF08738.9,Gon7,Gon7 family
PF08740.10,BCS1_N,BCS1 N terminal
PF08741.9,YwhD,YwhD family
PF08742.10,C8,C8 domain
PF08743.9,Nse4_C,Nse4 C-terminal
PF08744.9,NOZZLE,Plant transcription factor NOZZLE
PF08745.10,PIN_5,PINc domain ribonuclease
PF08746.10,zf-RING-like,RING-like domain
PF08747.10,DUF1788,Domain of unknown function (DUF1788)
PF08748.10,Phage_TAC_4,Phage tail assembly chaperone
PF08750.10,CNP1,CNP1-like family
PF08751.10,TrwC,TrwC relaxase
PF08752.9,COP-gamma_platf,Coatomer gamma subunit appendage platform subdomain
PF08753.10,NikR_C,NikR C terminal nickel binding domain
PF08755.10,YccV-like,Hemimethylated DNA-binding protein YccV like
PF08756.9,YfkB,YfkB-like domain
PF08757.10,CotH,CotH kinase protein
PF08758.10,Cadherin_pro,Cadherin prodomain like
PF08759.10,GT-D,Glycosyltransferase GT-D fold
PF08760.10,DUF1793,Domain of unknown function (DUF1793)
PF08761.10,dUTPase_2,dUTPase
PF08762.9,CRPV_capsid,CRPV capsid protein like
PF08763.10,Ca_chan_IQ,Voltage gated calcium channel IQ domain
PF08764.9,Coagulase,Staphylococcus aureus coagulase
PF08765.10,Mor,Mor transcription activator family
PF08766.10,DEK_C,DEK C terminal domain
PF08767.10,CRM1_C,CRM1 C terminal
PF08768.10,DUF1794,Domain of unknown function (DUF1794)
PF08769.10,Spo0A_C,Sporulation initiation factor Spo0A C terminal
PF08770.10,SoxZ,Sulphur oxidation protein SoxZ
PF08771.10,FRB_dom,FKBP12-rapamycin binding domain
PF08772.10,NOB1_Zn_bind,Nin one binding (NOB1) Zn-ribbon like
PF08773.10,CathepsinC_exc,Cathepsin C exclusion domain
PF08774.10,VRR_NUC,VRR-NUC domain
PF08775.9,ParB,ParB family
PF08776.10,VASP_tetra,VASP tetramerisation domain
PF08777.10,RRM_3,RNA binding motif
PF08778.9,HIF-1a_CTAD,HIF-1 alpha C terminal transactivation domain
PF08779.9,SARS_X4,SARS coronavirus X4 like
PF08780.10,NTase_sub_bind,Nucleotidyltransferase substrate binding protein like
PF08781.9,DP,Transcription factor DP
PF08782.9,c-SKI_SMAD_bind,c-SKI Smad4 binding domain
PF08783.10,DWNN,DWNN domain
PF08784.10,RPA_C,Replication protein A C terminal
PF08785.10,Ku_PK_bind,Ku C terminal domain like
PF08786.10,DcrB,DcrB
PF08787.10,Alginate_lyase2,Alginate lyase
PF08788.10,NHR2,NHR2 domain like
PF08789.9,PBCV_basic_adap,PBCV-specific basic adaptor domain
PF08790.10,zf-LYAR,LYAR-type C2HC zinc finger
PF08792.9,A2L_zn_ribbon,A2L zinc ribbon domain
PF08793.9,2C_adapt,2-cysteine adaptor domain
PF08794.9,Lipoprot_C,Lipoprotein GNA1870 C terminal like
PF08795.9,DUF1796,Putative papain-like cysteine peptidase (DUF1796)
PF08796.9,DUF1797,Protein of unknown function (DUF1797)
PF08797.10,HIRAN,HIRAN domain
PF08798.10,CRISPR_assoc,CRISPR associated protein
PF08799.10,PRP4,pre-mRNA processing factor 4 (PRP4) like
PF08800.9,VirE_N,VirE N-terminal domain
PF08801.10,Nucleoporin_N,Nup133 N terminal like
PF08802.9,CytB6-F_Fe-S,Cytochrome B6-F complex Fe-S subunit
PF08803.10,ydhR,Putative mono-oxygenase ydhR
PF08804.9,gp32,gp32 DNA binding protein like
PF08805.10,PilS,PilS N terminal
PF08806.10,Sep15_SelM,Sep15/SelM redox domain
PF08807.9,DUF1798,Bacterial domain of unknown function (DUF1798)
PF08808.10,RES,RES domain
PF08809.10,DUF1799,Phage related hypothetical protein (DUF1799)
PF08810.9,KapB,Kinase associated protein B
PF08811.10,DUF1800,Protein of unknown function (DUF1800)
PF08812.10,YtxC,YtxC-like family
PF08813.10,Phage_tail_3,"Phage tail tube protein, TTP"
PF08814.9,XisH,XisH protein
PF08815.9,Nuc_rec_co-act,Nuclear receptor coactivator
PF08816.10,Ivy,Inhibitor of vertebrate lysozyme (Ivy)
PF08817.9,YukD,"WXG100 protein secretion system (Wss), protein YukD"
PF08818.10,DUF1801,Domain of unknown function (DU1801)
PF08819.10,DUF1802,Domain of unknown function (DUF1802)
PF08820.9,DUF1803,Domain of unknown function (DUF1803)
PF08821.10,CGGC,CGGC domain
PF08822.10,DUF1804,Protein of unknown function (DUF1804)
PF08823.10,PG_binding_2,Putative peptidoglycan binding domain
PF08824.9,Serine_rich,Serine rich protein interaction domain
PF08825.9,E2_bind,E2 binding domain
PF08826.9,DMPK_coil,DMPK coiled coil domain like
PF08827.10,DUF1805,Domain of unknown function (DUF1805)
PF08828.9,DSX_dimer,Doublesex dimerisation domain
PF08829.9,AlphaC_N,Alpha C protein N terminal
PF08830.9,DUF1806,Protein of unknown function (DUF1806)
PF08831.9,MHCassoc_trimer,Class II MHC-associated invariant chain trimerisation domain
PF08832.9,SRC-1,Steroid receptor coactivator
PF08833.9,Axin_b-cat_bind,Axin beta-catenin binding domain
PF08837.10,DUF1810,Protein of unknown function (DUF1810)
PF08838.9,DUF1811,Protein of unknown function (DUF1811)
PF08839.10,CDT1,DNA replication factor CDT1 like
PF08840.10,BAAT_C,BAAT / Acyl-CoA thioester hydrolase C terminal
PF08841.9,DDR,Diol dehydratase reactivase ATPase-like domain
PF08842.9,Mfa2,Fimbrillin-A associated anchor proteins Mfa1 and Mfa2
PF08843.10,AbiEii,"Nucleotidyl transferase AbiEii toxin, Type IV TA system"
PF08844.9,DUF1815,Domain of unknown function (DUF1815)
PF08845.9,SymE_toxin,"Toxin SymE, type I toxin-antitoxin system"
PF08846.9,DUF1816,Domain of unknown function (DUF1816)
PF08847.10,Crr6,Chlororespiratory reduction 6
PF08848.10,DUF1818,Domain of unknown function (DUF1818)
PF08849.10,DUF1819,Putative inner membrane protein (DUF1819)
PF08850.10,DUF1820,Domain of unknown function (DUF1820)
PF08852.10,DUF1822,Protein of unknown function (DUF1822)
PF08853.10,DUF1823,Domain of unknown function (DUF1823)
PF08854.9,DUF1824,Domain of unknown function (DUF1824)
PF08855.9,DUF1825,Domain of unknown function (DUF1825)
PF08856.10,DUF1826,Protein of unknown function (DUF1826)
PF08857.10,ParBc_2,Putative ParB-like nuclease
PF08858.9,IDEAL,IDEAL domain
PF08859.10,DGC,DGC domain
PF08860.9,DUF1827,Domain of unknown function (DUF1827)
PF08861.9,DUF1828,Domain of unknown function DUF1828
PF08862.9,DUF1829,Domain of unknown function DUF1829
PF08863.9,YolD,YolD-like protein
PF08864.9,UPF0302,UPF0302 domain
PF08865.10,DUF1830,Domain of unknown function (DUF1830)
PF08866.9,DUF1831,Putative amino acid metabolism
PF08867.10,FRG,FRG domain
PF08868.9,YugN,YugN-like family
PF08869.10,XisI,XisI protein
PF08870.10,DndE,DNA sulphur modification protein DndE
PF08872.9,KGK,KGK domain
PF08873.10,DUF1834,Domain of unknown function (DUF1834)
PF08874.9,DUF1835,Domain of unknown function (DUF1835)
PF08875.10,DUF1833,Domain of unknown function (DUF1833)
PF08876.10,DUF1836,Domain of unknown function (DUF1836)
PF08877.9,MepB,MepB protein
PF08878.10,DUF1837,Domain of unknown function (DUF1837)
PF08879.9,WRC,WRC
PF08880.10,QLQ,QLQ
PF08881.9,CVNH,CVNH domain
PF08882.10,Acetone_carb_G,Acetone carboxylase gamma subunit
PF08883.10,DOPA_dioxygen,"Dopa 4,5-dioxygenase family"
PF08884.10,Flagellin_D3,Flagellin D3 domain
PF08885.10,GSCFA,GSCFA family
PF08886.10,GshA,Glutamate-cysteine ligase
PF08887.10,GAD-like,GAD-like domain
PF08888.10,HopJ,HopJ type III effector protein
PF08889.10,WbqC,WbqC-like protein family
PF08890.10,Phage_TAC_5,"Phage XkdN-like tail assembly chaperone protein, TAC"
PF08891.10,YfcL,YfcL protein
PF08892.10,YqcI_YcgG,YqcI/YcgG family
PF08893.9,DUF1839,Domain of unknown function (DUF1839)
PF08894.10,DUF1838,Protein of unknown function (DUF1838)
PF08895.10,DUF1840,Domain of unknown function (DUF1840)
PF08896.9,DUF1842,Domain of unknown function (DUF1842)
PF08897.10,DUF1841,Domain of unknown function (DUF1841)
PF08898.9,DUF1843,Domain of unknown function (DUF1843)
PF08899.10,DUF1844,Domain of unknown function (DUF1844)
PF08900.10,DUF1845,Domain of unknown function (DUF1845)
PF08901.10,DUF1847,Protein of unknown function (DUF1847)
PF08902.10,DUF1848,Domain of unknown function (DUF1848)
PF08903.10,DUF1846,Domain of unknown function (DUF1846)
PF08904.10,DUF1849,Domain of unknown function (DUF1849)
PF08905.10,DUF1850,Domain of unknown function (DUF1850)
PF08906.10,DUF1851,Domain of unknown function (DUF1851)
PF08907.10,DUF1853,Domain of unknown function (DUF1853)
PF08908.10,DUF1852,Domain of unknown function (DUF1852)
PF08909.10,DUF1854,Domain of unknown function (DUF1854)
PF08910.9,Aida_N,Aida N-terminus
PF08911.10,NUP50,NUP50 (Nucleoporin 50 kDa)
PF08912.10,Rho_Binding,Rho Binding
PF08913.9,VBS,Vinculin Binding Site
PF08914.10,Myb_DNA-bind_2,Rap1 Myb domain
PF08915.10,tRNA-Thr_ED,Archaea-specific editing domain of threonyl-tRNA synthetase
PF08916.10,Phe_ZIP,Phenylalanine zipper
PF08917.9,ecTbetaR2,Transforming growth factor beta receptor 2 ectodomain
PF08918.9,PhoQ_Sensor,PhoQ Sensor
PF08919.9,F_actin_bind,F-actin binding
PF08920.9,SF3b1,Splicing factor 3B subunit 1
PF08921.10,DUF1904,Domain of unknown function (DUF1904)
PF08922.10,DUF1905,Domain of unknown function (DUF1905)
PF08923.9,MAPKK1_Int,Mitogen-activated protein kinase kinase 1 interacting
PF08924.10,DUF1906,Domain of unknown function (DUF1906)
PF08925.10,DUF1907,Domain of Unknown Function (DUF1907)
PF08926.10,DUF1908,Domain of unknown function (DUF1908)
PF08928.9,DUF1910,Domain of unknown function (DUF1910)
PF08929.9,DUF1911,Domain of unknown function (DUF1911)
PF08930.9,DUF1912,Domain of unknown function (DUF1912)
PF08931.9,Caudo_bapla_RBP,"Receptor-binding protein of phage tail base-plate Siphoviridae, head"
PF08933.10,DUF1864,Domain of unknown function (DUF1864)
PF08934.9,Rb_C,Rb C-terminal domain
PF08935.9,VP4_2,Viral protein VP4 subunit
PF08936.9,CsoSCA,Carboxysome Shell Carbonic Anhydrase
PF08937.10,DUF1863,MTH538 TIR-like domain (DUF1863)
PF08938.9,HBS1_N,HBS1 N-terminus
PF08939.9,DUF1917,Domain of unknown function (DUF1917)
PF08940.10,DUF1918,Domain of unknown function (DUF1918)
PF08941.9,USP8_interact,USP8 interacting
PF08942.9,DUF1919,Domain of unknown function (DUF1919)
PF08943.9,CsiD,CsiD
PF08944.10,p47_phox_C,"NADPH oxidase subunit p47Phox, C terminal domain"
PF08945.9,Bclx_interact,"Bcl-x interacting, BH3 domain"
PF08946.9,Osmo_CC,Osmosensory transporter coiled coil
PF08947.9,BPS,BPS (Between PH and SH2)
PF08948.9,DUF1859,Domain of unknown function (DUF1859)
PF08949.9,DUF1860,Domain of unknown function (DUF1860)
PF08950.9,DUF1861,Protein of unknown function (DUF1861)
PF08951.9,EntA_Immun,Enterocin A Immunity
PF08952.10,DUF1866,Domain of unknown function (DUF1866)
PF08953.10,DUF1899,Domain of unknown function (DUF1899)
PF08954.10,Trimer_CC,Trimerisation motif
PF08955.9,BofC_C,BofC C-terminal domain
PF08956.9,DUF1869,Domain of unknown function (DUF1869)
PF08958.9,DUF1871,Domain of unknown function (DUF1871)
PF08960.9,DUF1874,Domain of unknown function (DUF1874)
PF08961.9,NRBF2,"Nuclear receptor-binding factor 2, autophagy regulator"
PF08962.10,DUF1876,Domain of unknown function (DUF1876)
PF08963.9,DUF1878,Protein of unknown function (DUF1878)
PF08964.9,Crystall_3,Beta/Gamma crystallin
PF08965.9,DUF1870,Domain of unknown function (DUF1870)
PF08966.10,DUF1882,Domain of unknown function (DUF1882)
PF08967.9,DUF1884,Domain of unknown function (DUF1884)
PF08968.9,DUF1885,Domain of unknown function (DUF1885)
PF08969.10,USP8_dimer,USP8 dimerisation domain
PF08970.9,Sda,Sporulation inhibitor A
PF08971.10,GlgS,Glycogen synthesis protein
PF08972.10,DUF1902,Domain of unknown function (DUF1902)
PF08973.9,TM1506,Domain of unknown function (DUF1893)
PF08974.9,DUF1877,Domain of unknown function (DUF1877)
PF08975.9,2H-phosphodiest,Domain of unknown function (DUF1868)
PF08976.10,EF-hand_11,EF-hand domain
PF08977.9,BOFC_N,"Bypass of Forespore C, N terminal"
PF08978.9,Reoviridae_Vp9,Reoviridae VP9
PF08979.10,DUF1894,Domain of unknown function (DUF1894)
PF08980.9,DUF1883,Domain of unknown function (DUF1883)
PF08982.10,DUF1857,Domain of unknown function (DUF1857)
PF08983.9,DUF1856,Domain of unknown function (DUF1856)
PF08984.10,DUF1858,Domain of unknown function (DUF1858)
PF08985.10,DP-EP,DP-EP family
PF08986.9,DUF1889,Domain of unknown function (DUF1889)
PF08987.9,DUF1892,Protein of unknown function (DUF1892)
PF08988.9,T3SS_needle_E,"Type III secretion system, cytoplasmic E component of needle"
PF08989.9,DUF1896,Domain of unknown function (DUF1896)
PF08990.10,Docking,Erythronolide synthase docking
PF08991.9,MTCP1,Mature-T-Cell Proliferation I type
PF08992.10,QH-AmDH_gamma,"Quinohemoprotein amine dehydrogenase, gamma subunit"
PF08993.9,T4_Gp59_N,T4 gene Gp59 loader of gp41 DNA helicase
PF08994.9,T4_Gp59_C,T4 gene Gp59 loader of gp41 DNA helicase C-term
PF08995.9,NIP_1,Necrosis inducing protein-1
PF08996.9,zf-DNA_Pol,DNA Polymerase alpha zinc finger
PF08997.9,UCR_6-4kD,"Ubiquinol-cytochrome C reductase complex, 6.4kD protein"
PF08998.10,Epsilon_antitox,Bacterial epsilon antitoxin
